"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.078,0.098,0.183,0.076,0.077,0.15,0.117,0.086,0.163,0.11,0.097,0.174,0.114,0.096,0.17,0.141,0.138,0.211,0.072,0.09,0.17,0.101,0.097,0.172,0.155,0.116,0.204,0.091,0.112,0.201
"lag_sst",0.368,0.438,0.453,0.498,0.512,0.514,0.408,0.455,0.463,0.527,0.528,0.528,0.492,0.496,0.514,0.476,0.493,0.488,0.422,0.499,0.506,0.452,0.467,0.472,0.516,0.535,0.474,0.426,0.481,0.48
"int_chl",0.448,0.484,0.451,0.383,0.421,0.404,0.387,0.442,0.432,0.313,0.385,0.362,0.327,0.383,0.378,0.367,0.393,0.388,0.308,0.349,0.379,0.386,0.415,0.405,0.33,0.381,0.384,0.368,0.408,0.429
"sss",0.111,0.071,0.166,0.035,0.055,0.141,0.135,0.03,0.121,0.096,0.068,0.135,0.039,0.053,0.126,0.036,0.037,0.129,0.121,0.08,0.169,0.029,0.048,0.131,0.024,0.054,0.15,0.172,0.057,0.143
