"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.798,NA,206.5,90.909,55.963
"2","GAM_RUN1_AllData","TSS",0.464,NA,200,90.909,55.505
"3","GAM_RUN1_AllData","KAPPA",0.393,NA,868,36.364,96.33
"4","GBM_RUN1_AllData","ROC",0.819,NA,177,90.909,58.716
"5","GBM_RUN1_AllData","TSS",0.496,NA,178,90.909,58.716
"6","GBM_RUN1_AllData","KAPPA",0.416,NA,692,36.364,97.248
"7","RF_RUN1_AllData","ROC",0.835,NA,80,84.848,66.514
"8","RF_RUN1_AllData","TSS",0.502,NA,37,96.97,53.211
"9","RF_RUN1_AllData","KAPPA",0.436,NA,519,33.333,99.083
"10","GAM_RUN2_AllData","ROC",0.823,NA,744,66.667,88.991
"11","GAM_RUN2_AllData","TSS",0.557,NA,745,66.667,88.991
"12","GAM_RUN2_AllData","KAPPA",0.477,NA,745,66.667,88.991
"13","GBM_RUN2_AllData","ROC",0.853,NA,350,84.848,73.394
"14","GBM_RUN2_AllData","TSS",0.582,NA,350,84.848,73.394
"15","GBM_RUN2_AllData","KAPPA",0.488,NA,627,54.545,93.578
"16","RF_RUN2_AllData","ROC",0.813,NA,167,69.697,77.982
"17","RF_RUN2_AllData","TSS",0.475,NA,138,72.727,74.312
"18","RF_RUN2_AllData","KAPPA",0.344,NA,266,48.485,88.991
"19","GAM_RUN3_AllData","ROC",0.768,NA,128.5,87.879,56.881
"20","GAM_RUN3_AllData","TSS",0.443,NA,120,87.879,56.422
"21","GAM_RUN3_AllData","KAPPA",0.357,NA,821,39.394,93.578
"22","GBM_RUN3_AllData","ROC",0.809,NA,163,96.97,54.587
"23","GBM_RUN3_AllData","TSS",0.516,NA,162,96.97,54.128
"24","GBM_RUN3_AllData","KAPPA",0.404,NA,655,36.364,96.789
"25","RF_RUN3_AllData","ROC",0.797,NA,125,72.727,76.147
"26","RF_RUN3_AllData","TSS",0.485,NA,46,93.939,53.67
"27","RF_RUN3_AllData","KAPPA",0.309,NA,374,30.303,95.413
"28","GAM_RUN4_AllData","ROC",0.735,NA,183,84.848,53.67
"29","GAM_RUN4_AllData","TSS",0.381,NA,175,84.848,53.211
"30","GAM_RUN4_AllData","KAPPA",0.268,NA,640,54.545,81.193
"31","GBM_RUN4_AllData","ROC",0.824,NA,278.5,84.848,69.266
"32","GBM_RUN4_AllData","TSS",0.532,NA,266,84.848,68.349
"33","GBM_RUN4_AllData","KAPPA",0.403,NA,686,30.303,99.083
"34","RF_RUN4_AllData","ROC",0.8,NA,53,87.879,55.505
"35","RF_RUN4_AllData","TSS",0.434,NA,52,87.879,55.046
"36","RF_RUN4_AllData","KAPPA",0.406,NA,291.5,42.424,94.495
"37","GAM_RUN5_AllData","ROC",0.829,NA,266,100,55.963
"38","GAM_RUN5_AllData","TSS",0.56,NA,263,100,55.963
"39","GAM_RUN5_AllData","KAPPA",0.34,NA,692,63.636,82.11
"40","GBM_RUN5_AllData","ROC",0.856,NA,424,81.818,77.064
"41","GBM_RUN5_AllData","TSS",0.584,NA,416,81.818,76.606
"42","GBM_RUN5_AllData","KAPPA",0.404,NA,718,36.364,96.789
"43","RF_RUN5_AllData","ROC",0.842,NA,140,81.818,75.229
"44","RF_RUN5_AllData","TSS",0.566,NA,135,81.818,74.771
"45","RF_RUN5_AllData","KAPPA",0.365,NA,351,42.424,92.661
"46","GAM_RUN6_AllData","ROC",0.756,NA,678.5,60.606,83.028
"47","GAM_RUN6_AllData","TSS",0.436,NA,677,60.606,83.028
"48","GAM_RUN6_AllData","KAPPA",0.372,NA,818,45.455,91.284
"49","GBM_RUN6_AllData","ROC",0.823,NA,529.5,63.636,84.404
"50","GBM_RUN6_AllData","TSS",0.476,NA,519,63.636,83.945
"51","GBM_RUN6_AllData","KAPPA",0.507,NA,634,48.485,95.872
"52","RF_RUN6_AllData","ROC",0.794,NA,109,78.788,71.101
"53","RF_RUN6_AllData","TSS",0.476,NA,104,78.788,68.349
"54","RF_RUN6_AllData","KAPPA",0.353,NA,418,30.303,97.248
"55","GAM_RUN7_AllData","ROC",0.783,NA,488.5,81.818,69.266
"56","GAM_RUN7_AllData","TSS",0.511,NA,492,81.818,69.266
"57","GAM_RUN7_AllData","KAPPA",0.29,NA,522,78.788,71.101
"58","GBM_RUN7_AllData","ROC",0.855,NA,521,78.788,84.404
"59","GBM_RUN7_AllData","TSS",0.632,NA,522,78.788,84.404
"60","GBM_RUN7_AllData","KAPPA",0.48,NA,685,45.455,96.33
"61","RF_RUN7_AllData","ROC",0.861,NA,221,81.818,83.028
"62","RF_RUN7_AllData","TSS",0.644,NA,219,81.818,82.569
"63","RF_RUN7_AllData","KAPPA",0.473,NA,253,72.727,86.697
"64","GAM_RUN8_AllData","ROC",0.79,NA,284,96.97,56.881
"65","GAM_RUN8_AllData","TSS",0.539,NA,283,96.97,56.422
"66","GAM_RUN8_AllData","KAPPA",0.311,NA,818,42.424,89.908
"67","GBM_RUN8_AllData","ROC",0.839,NA,296.5,93.939,65.138
"68","GBM_RUN8_AllData","TSS",0.591,NA,296,93.939,65.138
"69","GBM_RUN8_AllData","KAPPA",0.376,NA,590,51.515,89.45
"70","RF_RUN8_AllData","ROC",0.816,NA,155,72.727,77.982
"71","RF_RUN8_AllData","TSS",0.507,NA,154,72.727,77.523
"72","RF_RUN8_AllData","KAPPA",0.388,NA,300,48.485,91.284
"73","GAM_RUN9_AllData","ROC",0.798,NA,322.5,87.879,61.468
