"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.411,0.177,0.092,0.551,0.424,0.184,0.326,0.231,0.187,0.371,0.391,0.178,0.158,0.244,0.151,0.412,0.277,0.211,0.249,0.145,0.129,0.157,0.132,0.085,0.148,0.151,0.077,0.538,0.266,0.119
"lag_sst",0.501,0.551,0.476,0.559,0.455,0.496,0.535,0.462,0.31,0.558,0.476,0.552,0.418,0.394,0.392,0.456,0.579,0.47,0.374,0.429,0.413,0.611,0.52,0.421,0.433,0.437,0.394,0.576,0.488,0.573
"int_chl",0.362,0.357,0.304,0.514,0.393,0.314,0.492,0.381,0.308,0.407,0.286,0.124,0.512,0.362,0.254,0.415,0.277,0.191,0.456,0.391,0.25,0.606,0.465,0.39,0.567,0.44,0.281,0.334,0.273,0.143
"sss",0.301,0.076,0.286,0.351,0.049,0.144,0.224,0.08,0.358,0.25,0.058,0.127,0.415,0.179,0.409,0.232,0.054,0.163,0.386,0.21,0.354,0.013,0.062,0.212,0.384,0.188,0.437,0.332,0.055,0.135
