"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.871,NA,575.5,85.227,78.998
"2","GAM_RUN1_AllData","TSS",0.642,NA,575,85.227,78.759
"3","GAM_RUN1_AllData","KAPPA",0.495,NA,676,71.591,85.68
"4","GBM_RUN1_AllData","ROC",0.88,NA,361.5,92.045,70.167
"5","GBM_RUN1_AllData","TSS",0.62,NA,376.5,90.909,71.122
"6","GBM_RUN1_AllData","KAPPA",0.523,NA,705,60.227,91.885
"7","RF_RUN1_AllData","ROC",0.895,NA,159,92.045,73.27
"8","RF_RUN1_AllData","TSS",0.648,NA,154,92.045,71.599
"9","RF_RUN1_AllData","KAPPA",0.581,NA,461,62.5,93.795
"10","GAM_RUN2_AllData","ROC",0.872,NA,462,94.318,71.36
"11","GAM_RUN2_AllData","TSS",0.654,NA,460,94.318,70.883
"12","GAM_RUN2_AllData","KAPPA",0.511,NA,719,71.591,87.112
"13","GBM_RUN2_AllData","ROC",0.881,NA,393,94.318,74.224
"14","GBM_RUN2_AllData","TSS",0.685,NA,393,94.318,74.224
"15","GBM_RUN2_AllData","KAPPA",0.503,NA,625,70.455,86.635
"16","RF_RUN2_AllData","ROC",0.881,NA,177,90.909,76.611
"17","RF_RUN2_AllData","TSS",0.675,NA,175,90.909,76.611
"18","RF_RUN2_AllData","KAPPA",0.539,NA,380,65.909,90.453
"19","GAM_RUN3_AllData","ROC",0.871,NA,545,85.227,77.804
"20","GAM_RUN3_AllData","TSS",0.63,NA,545,85.227,77.804
"21","GAM_RUN3_AllData","KAPPA",0.518,NA,767,63.636,89.976
"22","GBM_RUN3_AllData","ROC",0.873,NA,436.5,89.773,75.179
"23","GBM_RUN3_AllData","TSS",0.65,NA,435,89.773,74.94
"24","GBM_RUN3_AllData","KAPPA",0.514,NA,701,61.364,90.692
"25","RF_RUN3_AllData","ROC",0.886,NA,325,76.136,87.112
"26","RF_RUN3_AllData","TSS",0.623,NA,319,76.136,86.158
"27","RF_RUN3_AllData","KAPPA",0.563,NA,396,67.045,91.408
"28","GAM_RUN4_AllData","ROC",0.878,NA,470,94.318,72.792
"29","GAM_RUN4_AllData","TSS",0.666,NA,462,94.318,72.076
"30","GAM_RUN4_AllData","KAPPA",0.537,NA,703,70.455,88.067
"31","GBM_RUN4_AllData","ROC",0.885,NA,475.5,89.773,78.998
"32","GBM_RUN4_AllData","TSS",0.688,NA,475,89.773,78.759
"33","GBM_RUN4_AllData","KAPPA",0.518,NA,669,63.636,90.215
"34","RF_RUN4_AllData","ROC",0.89,NA,189,93.182,77.088
"35","RF_RUN4_AllData","TSS",0.703,NA,188,93.182,76.85
"36","RF_RUN4_AllData","KAPPA",0.511,NA,296,72.727,85.919
"37","GAM_RUN5_AllData","ROC",0.872,NA,354.5,94.318,72.076
"38","GAM_RUN5_AllData","TSS",0.66,NA,377,92.045,73.747
"39","GAM_RUN5_AllData","KAPPA",0.487,NA,585,79.545,81.862
"40","GBM_RUN5_AllData","ROC",0.881,NA,297.5,94.318,74.94
"41","GBM_RUN5_AllData","TSS",0.69,NA,294,94.318,74.463
"42","GBM_RUN5_AllData","KAPPA",0.539,NA,637,67.045,89.976
"43","RF_RUN5_AllData","ROC",0.888,NA,138,90.909,78.52
"44","RF_RUN5_AllData","TSS",0.694,NA,137,90.909,78.52
"45","RF_RUN5_AllData","KAPPA",0.566,NA,206,84.091,84.01
"46","GAM_RUN6_AllData","ROC",0.86,NA,612.5,79.545,80.668
"47","GAM_RUN6_AllData","TSS",0.599,NA,585,81.818,78.043
"48","GAM_RUN6_AllData","KAPPA",0.468,NA,656,73.864,83.532
"49","GBM_RUN6_AllData","ROC",0.874,NA,365.5,90.909,73.508
"50","GBM_RUN6_AllData","TSS",0.644,NA,365,90.909,73.508
"51","GBM_RUN6_AllData","KAPPA",0.462,NA,745,51.136,92.601
"52","RF_RUN6_AllData","ROC",0.875,NA,179,87.5,75.418
"53","RF_RUN6_AllData","TSS",0.622,NA,173,87.5,74.702
"54","RF_RUN6_AllData","KAPPA",0.518,NA,401,61.364,91.169
"55","GAM_RUN7_AllData","ROC",0.875,NA,501.5,87.5,76.85
"56","GAM_RUN7_AllData","TSS",0.643,NA,500,87.5,76.85
"57","GAM_RUN7_AllData","KAPPA",0.491,NA,613,79.545,82.1
"58","GBM_RUN7_AllData","ROC",0.884,NA,365.5,90.909,75.895
"59","GBM_RUN7_AllData","TSS",0.668,NA,368,90.909,75.895
"60","GBM_RUN7_AllData","KAPPA",0.529,NA,729,59.091,92.601
"61","RF_RUN7_AllData","ROC",0.892,NA,253,82.955,83.771
"62","RF_RUN7_AllData","TSS",0.666,NA,202,86.364,80.191
"63","RF_RUN7_AllData","KAPPA",0.563,NA,303,77.273,87.351
"64","GAM_RUN8_AllData","ROC",0.896,NA,459.5,92.045,77.327
"65","GAM_RUN8_AllData","TSS",0.694,NA,459,92.045,77.088
"66","GAM_RUN8_AllData","KAPPA",0.532,NA,599,80.682,84.01
"67","GBM_RUN8_AllData","ROC",0.914,NA,342,95.455,78.759
"68","GBM_RUN8_AllData","TSS",0.742,NA,341,95.455,78.759
"69","GBM_RUN8_AllData","KAPPA",0.61,NA,601,75,90.453
"70","RF_RUN8_AllData","ROC",0.918,NA,161,89.773,82.816
"71","RF_RUN8_AllData","TSS",0.726,NA,161,89.773,82.816
"72","RF_RUN8_AllData","KAPPA",0.632,NA,314,70.455,93.079
"73","GAM_RUN9_AllData","ROC",0.871,NA,333.5,94.318,67.064
"74","GAM_RUN9_AllData","TSS",0.611,NA,299,95.455,65.394
"75","GAM_RUN9_AllData","KAPPA",0.519,NA,689,73.864,86.158
"76","GBM_RUN9_AllData","ROC",0.897,NA,315.5,95.455,72.315
"77","GBM_RUN9_AllData","TSS",0.678,NA,315,95.455,72.315
"78","GBM_RUN9_AllData","KAPPA",0.529,NA,666,69.318,88.544
"79","RF_RUN9_AllData","ROC",0.892,NA,157,89.773,76.134
"80","RF_RUN9_AllData","TSS",0.65,NA,158,89.773,76.134
"81","RF_RUN9_AllData","KAPPA",0.552,NA,316,73.864,87.828
"82","GAM_RUN10_AllData","ROC",0.868,NA,501,86.364,73.508
"83","GAM_RUN10_AllData","TSS",0.596,NA,489,86.364,73.27
"84","GAM_RUN10_AllData","KAPPA",0.487,NA,747,65.909,88.067
"85","GBM_RUN10_AllData","ROC",0.869,NA,248,93.182,68.258
"86","GBM_RUN10_AllData","TSS",0.614,NA,246.5,93.182,68.258
"87","GBM_RUN10_AllData","KAPPA",0.506,NA,744,55.682,92.601
"88","RF_RUN10_AllData","ROC",0.891,NA,171,87.5,76.611
"89","RF_RUN10_AllData","TSS",0.639,NA,168,87.5,76.372
"90","RF_RUN10_AllData","KAPPA",0.553,NA,456,60.227,93.079
