"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.425,0.392,0.369,0.32,0.13,0.17,0.24,0.209,0.245,0.254,0.212,0.198,0.262,0.099,0.134,0.265,0.086,0.124,0.305,0.204,0.143,0.299,0.145,0.17,0.327,0.122,0.142,0.227,0.201,0.209
"lag_sst",0.145,0.08,0.144,0.338,0.109,0.144,0.293,0.088,0.101,0.001,0.097,0.104,0.274,0.147,0.186,0.268,0.149,0.212,0.206,0.223,0.271,0.309,0.151,0.153,0.392,0.181,0.207,0.23,0.126,0.154
"int_chl",0.458,0.438,0.362,0.546,0.603,0.503,0.55,0.634,0.524,0.543,0.492,0.393,0.427,0.519,0.477,0.548,0.668,0.537,0.426,0.372,0.357,0.395,0.455,0.422,0.462,0.466,0.382,0.482,0.48,0.397
"sss",0.365,0.217,0.191,0.515,0.315,0.39,0.459,0.335,0.307,0.327,0.325,0.401,0.472,0.473,0.446,0.424,0.252,0.287,0.378,0.316,0.324,0.329,0.3,0.278,0.543,0.499,0.467,0.574,0.334,0.41
