"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.076,0.067,0.095,0.058,0.102,0.108,0.126,0.097,0.127,0.076,0.048,0.074,0.115,0.131,0.156,0.094,0.096,0.132,0.077,0.098,0.117,0.05,0.057,0.086,0.138,0.121,0.125,0.099,0.084,0.101
"lag_sst",0.489,0.59,0.502,0.529,0.578,0.535,0.566,0.61,0.565,0.409,0.44,0.48,0.404,0.497,0.508,0.569,0.601,0.563,0.62,0.667,0.624,0.623,0.625,0.604,0.546,0.594,0.553,0.576,0.562,0.57
"int_chl",0.352,0.312,0.309,0.341,0.296,0.287,0.279,0.21,0.214,0.397,0.378,0.33,0.383,0.274,0.283,0.264,0.24,0.229,0.324,0.249,0.252,0.26,0.227,0.238,0.252,0.2,0.207,0.302,0.265,0.289
"sss",0.294,0.143,0.192,0.256,0.099,0.149,0.174,0.146,0.189,0.281,0.221,0.227,0.248,0.144,0.161,0.13,0.132,0.17,0.066,0.071,0.118,0.165,0.178,0.213,0.172,0.113,0.162,0.109,0.104,0.153
