"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.055,0.054,0.144,0.125,0.064,0.144,0.154,0.174,0.29,0.145,0.091,0.167,0.123,0.059,0.14,0.103,0.14,0.239,0.093,0.118,0.203,0.113,0.105,0.173,0.062,0.096,0.171,0.065,0.062,0.152
"lag_sst",0.191,0.2,0.204,0.279,0.291,0.256,0.224,0.183,0.211,0.331,0.333,0.327,0.3,0.342,0.353,0.209,0.221,0.258,0.259,0.233,0.283,0.274,0.231,0.306,0.232,0.231,0.271,0.224,0.284,0.327
"int_chl",0.867,0.859,0.813,0.736,0.765,0.749,0.772,0.753,0.745,0.673,0.706,0.722,0.709,0.691,0.683,0.767,0.768,0.694,0.821,0.808,0.715,0.718,0.765,0.691,0.803,0.772,0.82,0.774,0.724,0.681
"sss",0.11,0.109,0.254,0.106,0.118,0.221,0.198,0.224,0.254,0.144,0.194,0.25,0.158,0.207,0.284,0.159,0.122,0.2,0.149,0.12,0.224,0.138,0.112,0.202,0.118,0.083,0.175,0.184,0.141,0.248
