"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.154,0.094,0.14,0.115,0.082,0.156,0.133,0.097,0.136,0.192,0.095,0.142,0.124,0.083,0.118,0.087,0.053,0.121,0.175,0.166,0.18,0.139,0.081,0.16,0.119,0.091,0.15,0.12,0.072,0.152
"lag_sst",0.101,0.033,0.104,0.08,0.068,0.138,0.123,0.072,0.163,0.08,0.051,0.151,0.138,0.085,0.183,0.103,0.062,0.166,0.099,0.073,0.143,0.107,0.076,0.192,0.204,0.121,0.23,0.091,0.067,0.153
"int_chl",0.76,0.776,0.772,0.601,0.758,0.744,0.703,0.825,0.791,0.74,0.805,0.739,0.681,0.755,0.755,0.576,0.725,0.702,0.618,0.704,0.706,0.63,0.782,0.746,0.605,0.73,0.74,0.734,0.842,0.743
"sss",0.246,0.233,0.286,0.301,0.175,0.245,0.222,0.163,0.205,0.237,0.245,0.236,0.293,0.223,0.263,0.381,0.296,0.294,0.302,0.193,0.242,0.382,0.239,0.254,0.313,0.214,0.234,0.29,0.213,0.248
