"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.117,0.074,0.108,0.087,0.075,0.126,0.139,0.133,0.159,0.1,0.082,0.119,0.184,0.151,0.14,0.089,0.089,0.099,0.181,0.133,0.2,0.168,0.071,0.087,0.128,0.092,0.119,0.141,0.144,0.171
"lag_sst",0.55,0.566,0.529,0.729,0.591,0.422,0.376,0.432,0.302,0.6,0.483,0.394,0.34,0.38,0.34,0.468,0.571,0.464,0.458,0.392,0.375,0.348,0.508,0.412,0.559,0.555,0.431,0.501,0.388,0.288
"int_chl",0.398,0.119,0.155,0.409,0.183,0.196,0.461,0.4,0.411,0.453,0.195,0.192,0.55,0.279,0.219,0.454,0.154,0.217,0.57,0.26,0.251,0.546,0.272,0.27,0.427,0.178,0.181,0.491,0.241,0.236
"sss",0.323,0.432,0.348,0.266,0.343,0.295,0.312,0.224,0.177,0.22,0.371,0.348,0.439,0.382,0.343,0.321,0.361,0.267,0.214,0.288,0.22,0.457,0.293,0.256,0.229,0.378,0.332,0.242,0.38,0.273
