"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.863,NA,773.5,68.75,90
"2","GAM_RUN1_AllData","TSS",0.587,NA,773,68.75,89.677
"3","GAM_RUN1_AllData","KAPPA",0.454,NA,773,68.75,89.677
"4","GBM_RUN1_AllData","ROC",0.905,NA,307,90.625,79.032
"5","GBM_RUN1_AllData","TSS",0.697,NA,306,90.625,78.71
"6","GBM_RUN1_AllData","KAPPA",0.513,NA,566,62.5,93.871
"7","RF_RUN1_AllData","ROC",0.899,NA,99,84.375,80.968
"8","RF_RUN1_AllData","TSS",0.65,NA,97,84.375,80.645
"9","RF_RUN1_AllData","KAPPA",0.544,NA,327,46.875,98.387
"10","GAM_RUN2_AllData","ROC",0.814,NA,451,81.25,70.645
"11","GAM_RUN2_AllData","TSS",0.516,NA,444,81.25,70.323
"12","GAM_RUN2_AllData","KAPPA",0.318,NA,758,56.25,87.097
"13","GBM_RUN2_AllData","ROC",0.855,NA,301.5,84.375,77.419
"14","GBM_RUN2_AllData","TSS",0.618,NA,302,84.375,77.419
"15","GBM_RUN2_AllData","KAPPA",0.394,NA,562.5,59.375,90
"16","RF_RUN2_AllData","ROC",0.877,NA,91,90.625,76.452
"17","RF_RUN2_AllData","TSS",0.661,NA,89,90.625,75.484
"18","RF_RUN2_AllData","KAPPA",0.395,NA,204,53.125,91.935
"19","GAM_RUN3_AllData","ROC",0.838,NA,189.5,90.625,67.742
"20","GAM_RUN3_AllData","TSS",0.584,NA,192,90.625,67.742
"21","GAM_RUN3_AllData","KAPPA",0.368,NA,758,59.375,88.387
"22","GBM_RUN3_AllData","ROC",0.879,NA,180,93.75,64.194
"23","GBM_RUN3_AllData","TSS",0.579,NA,180,93.75,64.194
"24","GBM_RUN3_AllData","KAPPA",0.531,NA,689,46.875,98.065
"25","RF_RUN3_AllData","ROC",0.832,NA,129,71.875,83.871
"26","RF_RUN3_AllData","TSS",0.551,NA,123,71.875,83.226
"27","RF_RUN3_AllData","KAPPA",0.503,NA,303,43.75,98.065
"28","GAM_RUN4_AllData","ROC",0.825,NA,423.5,84.375,70.968
"29","GAM_RUN4_AllData","TSS",0.55,NA,420,84.375,70.645
"30","GAM_RUN4_AllData","KAPPA",0.372,NA,790,46.875,92.903
"31","GBM_RUN4_AllData","ROC",0.868,NA,273.5,84.375,74.516
"32","GBM_RUN4_AllData","TSS",0.582,NA,270,84.375,73.871
"33","GBM_RUN4_AllData","KAPPA",0.482,NA,551,59.375,93.548
"34","RF_RUN4_AllData","ROC",0.837,NA,109,78.125,81.29
"35","RF_RUN4_AllData","TSS",0.594,NA,109,78.125,81.29
"36","RF_RUN4_AllData","KAPPA",0.473,NA,420.5,34.375,99.677
"37","GAM_RUN5_AllData","ROC",0.791,NA,498,68.75,77.419
"38","GAM_RUN5_AllData","TSS",0.462,NA,501,68.75,77.419
"39","GAM_RUN5_AllData","KAPPA",0.275,NA,606,59.375,83.226
"40","GBM_RUN5_AllData","ROC",0.86,NA,217.5,90.625,68.065
"41","GBM_RUN5_AllData","TSS",0.587,NA,215,90.625,67.419
"42","GBM_RUN5_AllData","KAPPA",0.436,NA,664,53.125,93.548
"43","RF_RUN5_AllData","ROC",0.863,NA,51,93.75,65.806
"44","RF_RUN5_AllData","TSS",0.583,NA,46,93.75,63.548
"45","RF_RUN5_AllData","KAPPA",0.402,NA,256,56.25,90.968
"46","GAM_RUN6_AllData","ROC",0.856,NA,447.5,90.625,71.935
"47","GAM_RUN6_AllData","TSS",0.619,NA,441,90.625,71.29
"48","GAM_RUN6_AllData","KAPPA",0.329,NA,741,56.25,87.742
"49","GBM_RUN6_AllData","ROC",0.883,NA,348.5,90.625,77.419
"50","GBM_RUN6_AllData","TSS",0.68,NA,347,90.625,77.419
