"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.496,0.334,0.113,0.463,0.499,0.233,0.509,0.411,0.231,0.305,0.175,0.056,0.169,0.22,0.093,0.39,0.225,0.144,0.304,0.264,0.084,0.219,0.201,0.061,0.445,0.223,0.122,0.339,0.189,0.115
"lag_sst",0.786,0.605,0.535,0.635,0.56,0.598,0.616,0.522,0.43,0.454,0.396,0.548,0.471,0.439,0.367,0.537,0.492,0.343,0.486,0.432,0.418,0.501,0.3,0.388,0.501,0.358,0.455,0.51,0.494,0.476
"int_chl",0.542,0.199,0.126,0.533,0.229,0.098,0.627,0.275,0.263,0.521,0.265,0.148,0.631,0.343,0.21,0.593,0.337,0.306,0.486,0.346,0.328,0.35,0.445,0.331,0.488,0.632,0.433,0.356,0.252,0.184
"sss",0.302,0.051,0.22,0.167,0.034,0.049,0.42,0.048,0.122,0.343,0.202,0.299,0.298,0.14,0.308,0.439,0.099,0.282,0.264,0.08,0.187,0.353,0.245,0.335,0.364,0.1,0.288,0.298,0.16,0.213
