"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.281,0.201,0.248,0.258,0.219,0.282,0.312,0.309,0.348,0.251,0.188,0.283,0.247,0.173,0.241,0.367,0.27,0.329,0.194,0.171,0.266,0.231,0.17,0.227,0.279,0.267,0.324,0.337,0.267,0.295
"lag_sst",0.184,0.191,0.255,0.154,0.212,0.267,0.139,0.187,0.234,0.192,0.201,0.296,0.151,0.228,0.295,0.161,0.228,0.28,0.193,0.202,0.269,0.151,0.191,0.247,0.139,0.17,0.252,0.157,0.158,0.254
"int_chl",0.571,0.743,0.665,0.596,0.684,0.618,0.543,0.664,0.622,0.584,0.684,0.557,0.572,0.666,0.624,0.471,0.61,0.537,0.611,0.719,0.666,0.659,0.715,0.614,0.627,0.692,0.631,0.486,0.658,0.588
"sss",0.112,0.05,0.153,0.014,0.047,0.138,0.077,0.065,0.164,0.091,0.102,0.183,0.071,0.049,0.162,0.086,0.068,0.176,0.119,0.042,0.132,0.027,0.061,0.175,0.049,0.068,0.164,0.125,0.061,0.166
