"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.582,NA,845,33.333,87.952
"2","GAM_RUN1_AllData","TSS",0.213,NA,843,33.333,87.952
"3","GAM_RUN1_AllData","KAPPA",0.178,NA,843,33.333,87.952
"4","GBM_RUN1_AllData","ROC",0.859,NA,168,100,72.289
"5","GBM_RUN1_AllData","TSS",0.723,NA,167,100,72.289
"6","GBM_RUN1_AllData","KAPPA",0.453,NA,649,44.444,96.386
"7","RF_RUN1_AllData","ROC",0.819,NA,363,55.556,96.386
"8","RF_RUN1_AllData","TSS",0.519,NA,363,55.556,96.386
"9","RF_RUN1_AllData","KAPPA",0.546,NA,363,55.556,96.386
"10","GAM_RUN2_AllData","ROC",0.941,NA,759.5,88.889,89.157
"11","GAM_RUN2_AllData","TSS",0.78,NA,763,88.889,89.157
"12","GAM_RUN2_AllData","KAPPA",0.589,NA,907,66.667,95.181
"13","GBM_RUN2_AllData","ROC",0.971,NA,556,88.889,97.59
"14","GBM_RUN2_AllData","TSS",0.865,NA,557.5,88.889,97.59
"15","GBM_RUN2_AllData","KAPPA",0.824,NA,557.5,88.889,97.59
"16","RF_RUN2_AllData","ROC",0.938,NA,252,88.889,91.566
"17","RF_RUN2_AllData","TSS",0.805,NA,253.5,88.889,91.566
"18","RF_RUN2_AllData","KAPPA",0.62,NA,253.5,88.889,91.566
"19","GAM_RUN3_AllData","ROC",0.667,NA,998,44.444,90.361
"20","GAM_RUN3_AllData","TSS",0.336,NA,657,44.444,89.157
"21","GAM_RUN3_AllData","KAPPA",0.28,NA,657,44.444,89.157
"22","GBM_RUN3_AllData","ROC",0.842,NA,149.5,88.889,71.084
"23","GBM_RUN3_AllData","TSS",0.6,NA,146,88.889,71.084
"24","GBM_RUN3_AllData","KAPPA",0.507,NA,499,55.556,95.181
"25","RF_RUN3_AllData","ROC",0.762,NA,267,55.556,96.386
"26","RF_RUN3_AllData","TSS",0.519,NA,267,55.556,96.386
"27","RF_RUN3_AllData","KAPPA",0.546,NA,267,55.556,96.386
"28","GAM_RUN4_AllData","ROC",0.677,NA,864.5,44.444,91.566
"29","GAM_RUN4_AllData","TSS",0.36,NA,864,44.444,91.566
"30","GAM_RUN4_AllData","KAPPA",0.328,NA,864,44.444,91.566
"31","GBM_RUN4_AllData","ROC",0.819,NA,132.5,77.778,80.723
"32","GBM_RUN4_AllData","TSS",0.585,NA,132,77.778,79.518
"33","GBM_RUN4_AllData","KAPPA",0.474,NA,453.5,33.333,100
"34","RF_RUN4_AllData","ROC",0.726,NA,75,55.556,86.747
"35","RF_RUN4_AllData","TSS",0.423,NA,75,55.556,86.747
"36","RF_RUN4_AllData","KAPPA",0.34,NA,412,22.222,100
"37","GAM_RUN5_AllData","ROC",0.71,NA,340.5,55.556,91.566
"38","GAM_RUN5_AllData","TSS",0.471,NA,338,55.556,91.566
"39","GAM_RUN5_AllData","KAPPA",0.417,NA,960,44.444,95.181
"40","GBM_RUN5_AllData","ROC",0.795,NA,98.5,100,59.036
"41","GBM_RUN5_AllData","TSS",0.554,NA,92,100,51.807
"42","GBM_RUN5_AllData","KAPPA",0.349,NA,536,33.333,96.386
"43","RF_RUN5_AllData","ROC",0.853,NA,124,77.778,80.723
"44","RF_RUN5_AllData","TSS",0.585,NA,122,77.778,79.518
"45","RF_RUN5_AllData","KAPPA",0.472,NA,341.5,55.556,93.976
"46","GAM_RUN6_AllData","ROC",0.677,NA,910.5,44.444,91.566
"47","GAM_RUN6_AllData","TSS",0.36,NA,909,44.444,91.566
"48","GAM_RUN6_AllData","KAPPA",0.328,NA,909,44.444,91.566
"49","GBM_RUN6_AllData","ROC",0.833,NA,140.5,88.889,75.904
"50","GBM_RUN6_AllData","TSS",0.636,NA,139,88.889,74.699
"51","GBM_RUN6_AllData","KAPPA",0.486,NA,332,66.667,91.566
"52","RF_RUN6_AllData","ROC",0.834,NA,86,77.778,83.133
"53","RF_RUN6_AllData","TSS",0.609,NA,86,77.778,83.133
"54","RF_RUN6_AllData","KAPPA",0.472,NA,236.5,55.556,93.976
"55","GAM_RUN7_AllData","ROC",0.784,NA,814,66.667,89.157
"56","GAM_RUN7_AllData","TSS",0.546,NA,732,66.667,87.952
"57","GAM_RUN7_AllData","KAPPA",0.406,NA,732,66.667,87.952
"58","GBM_RUN7_AllData","ROC",0.764,NA,370.5,66.667,80.723
"59","GBM_RUN7_AllData","TSS",0.474,NA,370,66.667,80.723
"60","GBM_RUN7_AllData","KAPPA",0.34,NA,841,22.222,100
"61","RF_RUN7_AllData","ROC",0.871,NA,291,77.778,86.747
"62","RF_RUN7_AllData","TSS",0.645,NA,291,77.778,86.747
"63","RF_RUN7_AllData","KAPPA",0.446,NA,291,77.778,86.747
"64","GAM_RUN8_AllData","ROC",0.75,NA,4.5,66.667,84.337
"65","GAM_RUN8_AllData","TSS",0.486,NA,0,100,0
"66","GAM_RUN8_AllData","KAPPA",0.383,NA,490,55.556,90.361
"67","GBM_RUN8_AllData","ROC",0.821,NA,220.5,77.778,80.723
"68","GBM_RUN8_AllData","TSS",0.585,NA,218,77.778,79.518
"69","GBM_RUN8_AllData","KAPPA",0.457,NA,367,66.667,90.361
"70","RF_RUN8_AllData","ROC",0.902,NA,133,88.889,79.518
"71","RF_RUN8_AllData","TSS",0.684,NA,135,88.889,79.518
"72","RF_RUN8_AllData","KAPPA",0.638,NA,387.5,55.556,98.795
"73","GAM_RUN9_AllData","ROC",0.642,NA,356.5,44.444,89.157
"74","GAM_RUN9_AllData","TSS",0.336,NA,354,44.444,89.157
"75","GAM_RUN9_AllData","KAPPA",0.28,NA,354,44.444,89.157
"76","GBM_RUN9_AllData","ROC",0.807,NA,112,88.889,65.06
"77","GBM_RUN9_AllData","TSS",0.515,NA,109,88.889,62.651
"78","GBM_RUN9_AllData","KAPPA",0.417,NA,525.5,44.444,95.181
"79","RF_RUN9_AllData","ROC",0.764,NA,17,100,40.964
"80","RF_RUN9_AllData","TSS",0.408,NA,310,44.444,96.386
"81","RF_RUN9_AllData","KAPPA",0.453,NA,310,44.444,96.386
"82","GAM_RUN10_AllData","ROC",0.629,NA,447,33.333,93.976
"83","GAM_RUN10_AllData","TSS",0.273,NA,449.5,33.333,93.976
"84","GAM_RUN10_AllData","KAPPA",0.287,NA,449.5,33.333,93.976
"85","GBM_RUN10_AllData","ROC",0.861,NA,197.5,88.889,74.699
"86","GBM_RUN10_AllData","TSS",0.6,NA,193,88.889,71.084
"87","GBM_RUN10_AllData","KAPPA",0.44,NA,559,55.556,92.771
"88","RF_RUN10_AllData","ROC",0.816,NA,29,100,54.217
"89","RF_RUN10_AllData","TSS",0.53,NA,26,100,46.988
"90","RF_RUN10_AllData","KAPPA",0.44,NA,229,55.556,92.771
