"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.272,0.167,0.26,0.374,0.298,0.34,0.207,0.139,0.249,0.251,0.106,0.207,0.162,0.145,0.223,0.181,0.264,0.312,0.249,0.132,0.27,0.14,0.102,0.18,0.143,0.145,0.26,0.079,0.119,0.192
"lag_sst",0.202,0.04,0.067,0.091,0.048,0.076,0.021,0.074,0.099,0.233,0.044,0.067,0.255,0.029,0.066,0.014,0.058,0.09,0,0.07,0.1,0.032,0.042,0.058,0.141,0.077,0.092,0.002,0.043,0.091
"int_chl",0.481,0.625,0.52,0.323,0.532,0.431,0.547,0.718,0.544,0.571,0.78,0.621,0.453,0.69,0.558,0.565,0.569,0.469,0.533,0.735,0.58,0.683,0.768,0.583,0.542,0.649,0.516,0.677,0.771,0.598
"sss",0.313,0.196,0.151,0.37,0.103,0.106,0.26,0.125,0.112,0.332,0.12,0.129,0.461,0.138,0.112,0.332,0.096,0.104,0.337,0.118,0.132,0.257,0.11,0.104,0.304,0.139,0.151,0.285,0.184,0.173
