"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.097,0.092,0.215,0.077,0.096,0.163,0.087,0.081,0.174,0.157,0.084,0.161,0.032,0.09,0.168,0.113,0.072,0.18,0.113,0.129,0.21,0.113,0.056,0.156,0.143,0.083,0.118,0.077,0.078,0.195
"lag_sst",0.204,0.223,0.284,0.351,0.295,0.326,0.306,0.307,0.298,0.202,0.272,0.284,0.292,0.274,0.251,0.284,0.267,0.342,0.265,0.28,0.342,0.22,0.265,0.355,0.246,0.266,0.281,0.249,0.236,0.243
"int_chl",0.833,0.816,0.771,0.704,0.747,0.706,0.742,0.758,0.75,0.741,0.798,0.74,0.803,0.784,0.784,0.694,0.737,0.701,0.755,0.742,0.603,0.732,0.749,0.697,0.752,0.749,0.688,0.782,0.774,0.742
"sss",0.19,0.152,0.232,0.194,0.102,0.199,0.16,0.104,0.234,0.11,0.109,0.21,0.163,0.118,0.249,0.14,0.121,0.18,0.091,0.079,0.176,0.137,0.097,0.184,0.188,0.155,0.28,0.141,0.124,0.238
