"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.881,NA,351,90.909,71.599
"2","GAM_RUN1_AllData","TSS",0.625,NA,347,90.909,71.599
"3","GAM_RUN1_AllData","KAPPA",0.495,NA,763,63.636,89.021
"4","GBM_RUN1_AllData","ROC",0.886,NA,289.5,92.045,75.895
"5","GBM_RUN1_AllData","TSS",0.679,NA,288,92.045,75.656
"6","GBM_RUN1_AllData","KAPPA",0.487,NA,351,88.636,78.043
"7","RF_RUN1_AllData","ROC",0.884,NA,127,92.045,76.85
"8","RF_RUN1_AllData","TSS",0.682,NA,119,92.045,76.134
"9","RF_RUN1_AllData","KAPPA",0.555,NA,285,76.136,87.351
"10","GAM_RUN2_AllData","ROC",0.871,NA,398,93.182,69.928
"11","GAM_RUN2_AllData","TSS",0.631,NA,502,88.636,73.986
"12","GAM_RUN2_AllData","KAPPA",0.516,NA,748,69.318,87.589
"13","GBM_RUN2_AllData","ROC",0.878,NA,264,95.455,68.735
"14","GBM_RUN2_AllData","TSS",0.637,NA,244,96.591,67.064
"15","GBM_RUN2_AllData","KAPPA",0.483,NA,689,62.5,88.544
"16","RF_RUN2_AllData","ROC",0.873,NA,177,86.364,78.52
"17","RF_RUN2_AllData","TSS",0.642,NA,183,85.227,78.998
"18","RF_RUN2_AllData","KAPPA",0.484,NA,193,82.955,80.191
"19","GAM_RUN3_AllData","ROC",0.879,NA,500.5,88.636,75.895
"20","GAM_RUN3_AllData","TSS",0.641,NA,524,87.5,76.611
"21","GAM_RUN3_AllData","KAPPA",0.5,NA,715,64.773,88.544
"22","GBM_RUN3_AllData","ROC",0.91,NA,529,89.773,83.771
"23","GBM_RUN3_AllData","TSS",0.735,NA,526.5,89.773,83.771
"24","GBM_RUN3_AllData","KAPPA",0.588,NA,583,82.955,86.635
"25","RF_RUN3_AllData","ROC",0.91,NA,207,87.5,80.191
"26","RF_RUN3_AllData","TSS",0.677,NA,206,87.5,79.952
"27","RF_RUN3_AllData","KAPPA",0.598,NA,416.5,61.364,94.988
"28","GAM_RUN4_AllData","ROC",0.895,NA,441,95.455,70.406
"29","GAM_RUN4_AllData","TSS",0.659,NA,440,95.455,70.406
"30","GAM_RUN4_AllData","KAPPA",0.503,NA,682,71.591,86.158
