"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.359,0.172,0.205,0.073,0.051,0.072,0.307,0.107,0.144,0.088,0.098,0.124,0.084,0.081,0.109,0.05,0.062,0.109,0.243,0.1,0.123,0.186,0.095,0.133,0.35,0.162,0.223,0.23,0.107,0.109
"lag_sst",0.496,0.49,0.387,0.496,0.485,0.332,0.372,0.404,0.333,0.524,0.547,0.458,0.385,0.38,0.32,0.414,0.441,0.361,0.538,0.566,0.466,0.54,0.431,0.317,0.491,0.476,0.403,0.439,0.466,0.39
"int_chl",0.508,0.206,0.201,0.389,0.19,0.21,0.479,0.269,0.334,0.42,0.139,0.163,0.421,0.27,0.25,0.404,0.173,0.206,0.356,0.137,0.154,0.498,0.24,0.235,0.455,0.224,0.256,0.515,0.202,0.217
"sss",0.322,0.325,0.342,0.276,0.34,0.317,0.505,0.468,0.417,0.228,0.36,0.326,0.468,0.313,0.248,0.338,0.437,0.338,0.296,0.351,0.318,0.312,0.465,0.386,0.317,0.26,0.226,0.515,0.433,0.409
