"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.833,NA,340.5,93.103,64.968
"2","GAM_RUN1_AllData","TSS",0.574,NA,346,92.414,64.968
"3","GAM_RUN1_AllData","KAPPA",0.567,NA,346,92.414,64.968
"4","GBM_RUN1_AllData","ROC",0.827,NA,423,83.448,70.701
"5","GBM_RUN1_AllData","TSS",0.529,NA,508,75.172,76.433
"6","GBM_RUN1_AllData","KAPPA",0.529,NA,508,75.172,76.433
"7","RF_RUN1_AllData","ROC",0.827,NA,453,82.069,73.885
"8","RF_RUN1_AllData","TSS",0.56,NA,455,82.069,73.885
"9","RF_RUN1_AllData","KAPPA",0.557,NA,455,82.069,73.885
"10","GAM_RUN2_AllData","ROC",0.828,NA,430,79.31,75.159
"11","GAM_RUN2_AllData","TSS",0.538,NA,432,78.621,75.159
"12","GAM_RUN2_AllData","KAPPA",0.537,NA,432,78.621,75.159
"13","GBM_RUN2_AllData","ROC",0.838,NA,504,77.241,78.344
"14","GBM_RUN2_AllData","TSS",0.556,NA,503.5,77.241,78.344
"15","GBM_RUN2_AllData","KAPPA",0.556,NA,503.5,77.241,78.344
"16","RF_RUN2_AllData","ROC",0.845,NA,402,86.897,69.427
"17","RF_RUN2_AllData","TSS",0.563,NA,402,86.897,69.427
"18","RF_RUN2_AllData","KAPPA",0.559,NA,402,86.897,69.427
"19","GAM_RUN3_AllData","ROC",0.834,NA,405.5,87.586,68.153
"20","GAM_RUN3_AllData","TSS",0.55,NA,406,87.586,68.153
"21","GAM_RUN3_AllData","KAPPA",0.549,NA,525,75.862,78.981
"22","GBM_RUN3_AllData","ROC",0.831,NA,406.5,86.207,70.064
"23","GBM_RUN3_AllData","TSS",0.556,NA,403,86.207,68.79
"24","GBM_RUN3_AllData","KAPPA",0.552,NA,403,86.207,68.79
"25","RF_RUN3_AllData","ROC",0.835,NA,423,83.448,70.701
"26","RF_RUN3_AllData","TSS",0.541,NA,422,84.138,69.427
"27","RF_RUN3_AllData","KAPPA",0.538,NA,422,84.138,69.427
"28","GAM_RUN4_AllData","ROC",0.865,NA,383,88.966,75.159
"29","GAM_RUN4_AllData","TSS",0.641,NA,379,88.966,74.522
"30","GAM_RUN4_AllData","KAPPA",0.637,NA,379,88.966,74.522
"31","GBM_RUN4_AllData","ROC",0.877,NA,393,89.655,77.07
"32","GBM_RUN4_AllData","TSS",0.667,NA,393,89.655,77.07
"33","GBM_RUN4_AllData","KAPPA",0.664,NA,393,89.655,77.07
"34","RF_RUN4_AllData","ROC",0.878,NA,377,87.586,74.522
"35","RF_RUN4_AllData","TSS",0.617,NA,333,91.034,70.701
"36","RF_RUN4_AllData","KAPPA",0.612,NA,333,91.034,70.701
"37","GAM_RUN5_AllData","ROC",0.833,NA,468,77.931,76.433
"38","GAM_RUN5_AllData","TSS",0.542,NA,483,75.862,78.344
"39","GAM_RUN5_AllData","KAPPA",0.542,NA,483,75.862,78.344
"40","GBM_RUN5_AllData","ROC",0.833,NA,436.5,82.759,70.701
"41","GBM_RUN5_AllData","TSS",0.534,NA,437,82.759,70.701
"42","GBM_RUN5_AllData","KAPPA",0.531,NA,437,82.759,70.701
"43","RF_RUN5_AllData","ROC",0.834,NA,597,66.897,85.987
"44","RF_RUN5_AllData","TSS",0.522,NA,592,66.897,84.713
"45","RF_RUN5_AllData","KAPPA",0.526,NA,592,66.897,84.713
"46","GAM_RUN6_AllData","ROC",0.839,NA,513.5,78.621,75.159
"47","GAM_RUN6_AllData","TSS",0.538,NA,513,78.621,74.522
"48","GAM_RUN6_AllData","KAPPA",0.537,NA,513,78.621,74.522
"49","GBM_RUN6_AllData","ROC",0.839,NA,530.5,74.483,77.707
"50","GBM_RUN6_AllData","TSS",0.521,NA,536,73.793,78.344
"51","GBM_RUN6_AllData","KAPPA",0.522,NA,536,73.793,78.344
"52","RF_RUN6_AllData","ROC",0.841,NA,387,86.207,68.153
"53","RF_RUN6_AllData","TSS",0.543,NA,393,85.517,68.79
"54","RF_RUN6_AllData","KAPPA",0.539,NA,393,85.517,68.79
"55","GAM_RUN7_AllData","ROC",0.822,NA,404.5,83.448,70.701
"56","GAM_RUN7_AllData","TSS",0.535,NA,407,82.759,70.701
"57","GAM_RUN7_AllData","KAPPA",0.532,NA,407,82.759,70.701
"58","GBM_RUN7_AllData","ROC",0.817,NA,525,78.621,75.796
"59","GBM_RUN7_AllData","TSS",0.544,NA,524,78.621,75.796
"60","GBM_RUN7_AllData","KAPPA",0.543,NA,524,78.621,75.796
"61","RF_RUN7_AllData","ROC",0.806,NA,466,81.379,70.064
"62","RF_RUN7_AllData","TSS",0.514,NA,466,81.379,70.064
"63","RF_RUN7_AllData","KAPPA",0.512,NA,466,81.379,70.064
"64","GAM_RUN8_AllData","ROC",0.831,NA,459.5,83.448,72.611
"65","GAM_RUN8_AllData","TSS",0.559,NA,368,89.655,66.242
"66","GAM_RUN8_AllData","KAPPA",0.553,NA,368,89.655,66.242
"67","GBM_RUN8_AllData","ROC",0.841,NA,427,82.759,72.611
"68","GBM_RUN8_AllData","TSS",0.554,NA,425,82.759,71.975
"69","GBM_RUN8_AllData","KAPPA",0.551,NA,425,82.759,71.975
"70","RF_RUN8_AllData","ROC",0.849,NA,501,80,79.618
"71","RF_RUN8_AllData","TSS",0.596,NA,501,80,79.618
"72","RF_RUN8_AllData","KAPPA",0.596,NA,501,80,79.618
"73","GAM_RUN9_AllData","ROC",0.831,NA,382.5,88.276,66.879
"74","GAM_RUN9_AllData","TSS",0.545,NA,373,88.276,66.242
"75","GAM_RUN9_AllData","KAPPA",0.54,NA,373,88.276,66.242
"76","GBM_RUN9_AllData","ROC",0.839,NA,301.5,93.793,59.236
"77","GBM_RUN9_AllData","TSS",0.53,NA,320,93.103,59.873
"78","GBM_RUN9_AllData","KAPPA",0.522,NA,320,93.103,59.873
"79","RF_RUN9_AllData","ROC",0.844,NA,293,91.034,61.783
"80","RF_RUN9_AllData","TSS",0.528,NA,292,91.034,61.783
"81","RF_RUN9_AllData","KAPPA",0.522,NA,292,91.034,61.783
"82","GAM_RUN10_AllData","ROC",0.84,NA,470,76.552,78.344
"83","GAM_RUN10_AllData","TSS",0.549,NA,473,76.552,78.344
"84","GAM_RUN10_AllData","KAPPA",0.549,NA,473,76.552,78.344
"85","GBM_RUN10_AllData","ROC",0.831,NA,347.5,83.448,70.701
"86","GBM_RUN10_AllData","TSS",0.535,NA,345,83.448,69.427
"87","GBM_RUN10_AllData","KAPPA",0.532,NA,345,83.448,69.427
"88","RF_RUN10_AllData","ROC",0.833,NA,310,83.448,70.701
"89","RF_RUN10_AllData","TSS",0.541,NA,311,83.448,70.701
"90","RF_RUN10_AllData","KAPPA",0.538,NA,311,83.448,70.701
