"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.077,0.073,0.095,0.124,0.081,0.106,0.143,0.093,0.134,0.12,0.097,0.1,0.088,0.089,0.123,0.11,0.075,0.08,0.083,0.084,0.122,0.102,0.05,0.105,0.131,0.076,0.077,0.163,0.073,0.096
"lag_sst",0.624,0.775,0.698,0.591,0.812,0.687,0.655,0.797,0.653,0.581,0.742,0.699,0.697,0.724,0.697,0.65,0.809,0.735,0.567,0.771,0.68,0.643,0.805,0.671,0.653,0.727,0.681,0.561,0.749,0.706
"int_chl",0.409,0.384,0.362,0.384,0.365,0.39,0.373,0.389,0.363,0.444,0.415,0.383,0.442,0.358,0.28,0.405,0.337,0.325,0.403,0.399,0.354,0.374,0.338,0.345,0.447,0.407,0.356,0.447,0.415,0.356
"sss",0.184,0.16,0.164,0.244,0.111,0.133,0.216,0.123,0.119,0.265,0.178,0.154,0.213,0.212,0.186,0.22,0.13,0.155,0.288,0.171,0.2,0.248,0.16,0.165,0.195,0.151,0.14,0.285,0.117,0.135
