"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.211,0.095,0.173,0.086,0.057,0.144,0.041,0.082,0.167,0.102,0.143,0.243,0.126,0.104,0.2,0.058,0.113,0.213,0.092,0.088,0.199,0.118,0.098,0.152,0.061,0.091,0.148,0.084,0.038,0.16
"lag_sst",0.233,0.283,0.309,0.301,0.349,0.344,0.35,0.269,0.323,0.164,0.163,0.238,0.304,0.298,0.306,0.203,0.216,0.251,0.303,0.278,0.293,0.243,0.256,0.267,0.257,0.229,0.304,0.223,0.24,0.299
"int_chl",0.719,0.798,0.747,0.691,0.666,0.651,0.746,0.743,0.702,0.699,0.746,0.696,0.692,0.744,0.736,0.82,0.759,0.763,0.631,0.664,0.681,0.704,0.763,0.663,0.758,0.739,0.721,0.745,0.758,0.732
"sss",0.145,0.091,0.226,0.18,0.127,0.207,0.083,0.088,0.17,0.277,0.287,0.281,0.133,0.115,0.17,0.263,0.191,0.274,0.229,0.242,0.278,0.183,0.174,0.209,0.149,0.135,0.197,0.24,0.262,0.309
