"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.806,NA,499.5,85.714,64.179
"2","GAM_RUN1_AllData","TSS",0.497,NA,490,86.264,63.433
"3","GAM_RUN1_AllData","KAPPA",0.509,NA,490,86.264,63.433
"4","GBM_RUN1_AllData","ROC",0.846,NA,624.5,78.571,76.866
"5","GBM_RUN1_AllData","TSS",0.545,NA,634,76.923,77.612
"6","GBM_RUN1_AllData","KAPPA",0.541,NA,619,79.67,74.627
"7","RF_RUN1_AllData","ROC",0.855,NA,665,76.923,79.851
"8","RF_RUN1_AllData","TSS",0.568,NA,660,76.923,79.104
"9","RF_RUN1_AllData","KAPPA",0.559,NA,660,76.923,79.104
"10","GAM_RUN2_AllData","ROC",0.79,NA,585,78.022,72.388
"11","GAM_RUN2_AllData","TSS",0.504,NA,582,78.022,72.388
"12","GAM_RUN2_AllData","KAPPA",0.503,NA,582,78.022,72.388
"13","GBM_RUN2_AllData","ROC",0.832,NA,563.5,79.121,74.627
"14","GBM_RUN2_AllData","TSS",0.537,NA,563,79.121,74.627
"15","GBM_RUN2_AllData","KAPPA",0.535,NA,563,79.121,74.627
"16","RF_RUN2_AllData","ROC",0.858,NA,603,78.022,79.851
"17","RF_RUN2_AllData","TSS",0.579,NA,605,78.022,79.851
"18","RF_RUN2_AllData","KAPPA",0.571,NA,605,78.022,79.851
"19","GAM_RUN3_AllData","ROC",0.769,NA,517,80.769,62.687
"20","GAM_RUN3_AllData","TSS",0.435,NA,518,80.769,62.687
"21","GAM_RUN3_AllData","KAPPA",0.442,NA,486.5,84.066,58.955
"22","GBM_RUN3_AllData","ROC",0.797,NA,555,79.67,67.164
"23","GBM_RUN3_AllData","TSS",0.468,NA,551,79.67,66.418
"24","GBM_RUN3_AllData","KAPPA",0.472,NA,469,86.813,58.209
"25","RF_RUN3_AllData","ROC",0.822,NA,727,66.484,83.582
"26","RF_RUN3_AllData","TSS",0.501,NA,725,66.484,83.582
"27","RF_RUN3_AllData","KAPPA",0.5,NA,525,79.67,70.149
"28","GAM_RUN4_AllData","ROC",0.771,NA,639.5,70.879,79.104
"29","GAM_RUN4_AllData","TSS",0.494,NA,632,72.527,76.866
"30","GAM_RUN4_AllData","KAPPA",0.485,NA,632,72.527,76.866
"31","GBM_RUN4_AllData","ROC",0.807,NA,650.5,70.879,78.358
"32","GBM_RUN4_AllData","TSS",0.492,NA,650,70.879,78.358
"33","GBM_RUN4_AllData","KAPPA",0.49,NA,475.5,85.165,62.687
"34","RF_RUN4_AllData","ROC",0.825,NA,692,70.879,81.343
"35","RF_RUN4_AllData","TSS",0.517,NA,698,70.33,81.343
