"","Model.name","Eval.metric","Testing.data","Evaluating.data","Cutoff","Sensitivity","Specificity"
"1","GAM_RUN1_AllData","ROC",0.74,NA,509,67.742,72.165
"2","GAM_RUN1_AllData","TSS",0.399,NA,508,67.742,72.165
"3","GAM_RUN1_AllData","KAPPA",0.369,NA,508,67.742,72.165
"4","GBM_RUN1_AllData","ROC",0.74,NA,538.5,67.204,73.196
"5","GBM_RUN1_AllData","TSS",0.394,NA,533,67.204,72.165
"6","GBM_RUN1_AllData","KAPPA",0.363,NA,533,67.204,72.165
"7","RF_RUN1_AllData","ROC",0.737,NA,781,55.914,83.505
"8","RF_RUN1_AllData","TSS",0.394,NA,783,55.914,83.505
"9","RF_RUN1_AllData","KAPPA",0.357,NA,697,68.28,70.103
"10","GAM_RUN2_AllData","ROC",0.741,NA,467.5,75.269,65.979
"11","GAM_RUN2_AllData","TSS",0.402,NA,472,74.194,65.979
"12","GAM_RUN2_AllData","KAPPA",0.387,NA,472,74.194,65.979
"13","GBM_RUN2_AllData","ROC",0.766,NA,559.5,67.204,76.289
"14","GBM_RUN2_AllData","TSS",0.429,NA,561,66.129,76.289
"15","GBM_RUN2_AllData","KAPPA",0.398,NA,514,70.43,72.165
"16","RF_RUN2_AllData","ROC",0.758,NA,647,73.656,68.041
"17","RF_RUN2_AllData","TSS",0.407,NA,644,74.731,65.979
"18","RF_RUN2_AllData","KAPPA",0.394,NA,644,74.731,65.979
"19","GAM_RUN3_AllData","ROC",0.685,NA,534,62.903,68.041
"20","GAM_RUN3_AllData","TSS",0.309,NA,535,62.903,68.041
"21","GAM_RUN3_AllData","KAPPA",0.292,NA,424,73.118,56.701
"22","GBM_RUN3_AllData","ROC",0.688,NA,537,66.129,65.979
"23","GBM_RUN3_AllData","TSS",0.321,NA,537,66.129,65.979
"24","GBM_RUN3_AllData","KAPPA",0.301,NA,508,68.817,62.887
"25","RF_RUN3_AllData","ROC",0.688,NA,735,61.828,68.041
"26","RF_RUN3_AllData","TSS",0.293,NA,737,61.29,68.041
"27","RF_RUN3_AllData","KAPPA",0.302,NA,498,86.559,41.237
"28","GAM_RUN4_AllData","ROC",0.72,NA,650.5,53.763,85.567
"29","GAM_RUN4_AllData","TSS",0.383,NA,647,53.763,84.536
"30","GAM_RUN4_AllData","KAPPA",0.326,NA,647,53.763,84.536
"31","GBM_RUN4_AllData","ROC",0.717,NA,540.5,69.355,72.165
"32","GBM_RUN4_AllData","TSS",0.415,NA,540,69.892,70.103
"33","GBM_RUN4_AllData","KAPPA",0.387,NA,533,70.968,70.103
"34","RF_RUN4_AllData","ROC",0.692,NA,645,73.118,61.856
"35","RF_RUN4_AllData","TSS",0.35,NA,644,73.118,60.825
"36","RF_RUN4_AllData","KAPPA",0.339,NA,644,73.118,60.825
"37","GAM_RUN5_AllData","ROC",0.733,NA,499.5,70.968,63.918
"38","GAM_RUN5_AllData","TSS",0.349,NA,499,70.968,62.887
"39","GAM_RUN5_AllData","KAPPA",0.341,NA,450,77.957,55.67
"40","GBM_RUN5_AllData","ROC",0.766,NA,503,68.28,74.227
"41","GBM_RUN5_AllData","TSS",0.425,NA,507,67.204,74.227
"42","GBM_RUN5_AllData","KAPPA",0.424,NA,436,82.796,57.732
"43","RF_RUN5_AllData","ROC",0.758,NA,749,56.989,86.598
"44","RF_RUN5_AllData","TSS",0.429,NA,768,52.688,89.691
"45","RF_RUN5_AllData","KAPPA",0.381,NA,468,91.935,42.268
"46","GAM_RUN6_AllData","ROC",0.693,NA,495,72.043,60.825
"47","GAM_RUN6_AllData","TSS",0.328,NA,500,70.968,61.856
"48","GAM_RUN6_AllData","KAPPA",0.315,NA,500,70.968,61.856
"49","GBM_RUN6_AllData","ROC",0.712,NA,542,68.28,68.041
"50","GBM_RUN6_AllData","TSS",0.353,NA,538,68.28,67.01
"51","GBM_RUN6_AllData","KAPPA",0.331,NA,538,68.28,67.01
"52","RF_RUN6_AllData","ROC",0.711,NA,564,80.645,52.577
"53","RF_RUN6_AllData","TSS",0.326,NA,588,76.882,54.639
"54","RF_RUN6_AllData","KAPPA",0.353,NA,504,88.172,43.299
"55","GAM_RUN7_AllData","ROC",0.7,NA,556.5,60.753,71.134
"56","GAM_RUN7_AllData","TSS",0.319,NA,556,60.753,71.134
"57","GAM_RUN7_AllData","KAPPA",0.305,NA,254,93.548,32.99
"58","GBM_RUN7_AllData","ROC",0.688,NA,529.5,64.516,68.041
"59","GBM_RUN7_AllData","TSS",0.326,NA,530,64.516,68.041
"60","GBM_RUN7_AllData","KAPPA",0.303,NA,468.5,71.505,59.794
"61","RF_RUN7_AllData","ROC",0.705,NA,610,76.344,59.794
"62","RF_RUN7_AllData","TSS",0.351,NA,604,76.344,58.763
"63","RF_RUN7_AllData","KAPPA",0.348,NA,604,76.344,58.763
"64","GAM_RUN8_AllData","ROC",0.708,NA,527.5,59.677,76.289
"65","GAM_RUN8_AllData","TSS",0.357,NA,484,65.591,70.103
"66","GAM_RUN8_AllData","KAPPA",0.329,NA,484,65.591,70.103
"67","GBM_RUN8_AllData","ROC",0.721,NA,560.5,56.452,79.381
"68","GBM_RUN8_AllData","TSS",0.348,NA,557,56.452,78.351
"69","GBM_RUN8_AllData","KAPPA",0.35,NA,373,79.032,55.67
"70","RF_RUN8_AllData","ROC",0.729,NA,510,80.645,58.763
"71","RF_RUN8_AllData","TSS",0.389,NA,513,80.108,58.763
"72","RF_RUN8_AllData","KAPPA",0.392,NA,513,80.108,58.763
"73","GAM_RUN9_AllData","ROC",0.701,NA,527.5,63.441,74.227
"74","GAM_RUN9_AllData","TSS",0.37,NA,552,60.753,76.289
"75","GAM_RUN9_AllData","KAPPA",0.335,NA,522,64.516,72.165
