"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.423,0.353,0.142,0.418,0.21,0.147,0.466,0.147,0.133,0.418,0.238,0.064,0.073,0.211,0.119,0.452,0.265,0.143,0.291,0.212,0.128,0.229,0.225,0.09,0.292,0.212,0.142,0.456,0.312,0.213
"lag_sst",0.649,0.515,0.532,0.587,0.512,0.527,0.595,0.58,0.479,0.43,0.395,0.426,0.832,0.522,0.546,0.595,0.498,0.493,0.636,0.551,0.542,0.453,0.418,0.482,0.445,0.485,0.416,0.505,0.388,0.402
"int_chl",0.46,0.225,0.171,0.363,0.311,0.158,0.405,0.265,0.224,0.458,0.415,0.292,0.633,0.29,0.219,0.563,0.487,0.315,0.355,0.306,0.219,0.414,0.478,0.335,0.433,0.35,0.256,0.595,0.422,0.31
"sss",0.283,0.057,0.199,0.532,0.081,0.208,0.55,0.094,0.263,0.314,0.127,0.298,0.062,0.099,0.304,0.246,0.045,0.169,0.325,0.064,0.209,0.29,0.079,0.163,0.296,0.118,0.348,0.2,0.073,0.225
