"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.033,0.022,0.055,0.047,0.026,0.058,0.041,0.035,0.085,0.049,0.043,0.101,0.062,0.03,0.1,0.059,0.049,0.098,0.054,0.038,0.099,0.06,0.037,0.091,0.046,0.033,0.09,0.044,0.031,0.083
"lag_sst",0.673,0.795,0.745,0.625,0.735,0.803,0.705,0.804,0.787,0.712,0.791,0.764,0.702,0.756,0.741,0.789,0.805,0.782,0.708,0.781,0.753,0.692,0.81,0.777,0.705,0.833,0.798,0.708,0.782,0.757
"int_chl",0.277,0.276,0.312,0.291,0.268,0.346,0.251,0.259,0.296,0.238,0.273,0.327,0.275,0.261,0.294,0.25,0.24,0.329,0.253,0.238,0.301,0.232,0.225,0.275,0.228,0.216,0.318,0.231,0.251,0.317
"sss",0.233,0.079,0.209,0.212,0.094,0.21,0.169,0.068,0.197,0.174,0.067,0.166,0.169,0.087,0.238,0.116,0.098,0.216,0.155,0.101,0.215,0.201,0.087,0.236,0.192,0.104,0.204,0.156,0.065,0.197
