"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.178,0.033,0.143,0.142,0.042,0.121,0.181,0.028,0.131,0.143,0.038,0.158,0.176,0.038,0.143,0.151,0.041,0.161,0.125,0.043,0.17,0.168,0.013,0.132,0.201,0.042,0.092,0.109,0.049,0.145
"lag_sst",0.166,0.265,0.492,0.255,0.249,0.451,0.309,0.221,0.451,0.357,0.272,0.464,0.248,0.237,0.447,0.309,0.222,0.526,0.351,0.202,0.443,0.319,0.187,0.472,0.262,0.215,0.499,0.369,0.237,0.5
"int_chl",0.425,0.516,0.513,0.403,0.448,0.494,0.464,0.589,0.584,0.415,0.587,0.594,0.449,0.626,0.655,0.431,0.539,0.55,0.489,0.67,0.638,0.454,0.628,0.66,0.41,0.498,0.488,0.437,0.621,0.639
"sss",0.565,0.265,0.289,0.65,0.385,0.334,0.395,0.331,0.315,0.298,0.271,0.298,0.443,0.267,0.279,0.373,0.306,0.284,0.354,0.305,0.303,0.344,0.239,0.208,0.457,0.313,0.279,0.381,0.282,0.224
