"","GAM.RUN1.AllData","GBM.RUN1.AllData","RF.RUN1.AllData","GAM.RUN2.AllData","GBM.RUN2.AllData","RF.RUN2.AllData","GAM.RUN3.AllData","GBM.RUN3.AllData","RF.RUN3.AllData","GAM.RUN4.AllData","GBM.RUN4.AllData","RF.RUN4.AllData","GAM.RUN5.AllData","GBM.RUN5.AllData","RF.RUN5.AllData","GAM.RUN6.AllData","GBM.RUN6.AllData","RF.RUN6.AllData","GAM.RUN7.AllData","GBM.RUN7.AllData","RF.RUN7.AllData","GAM.RUN8.AllData","GBM.RUN8.AllData","RF.RUN8.AllData","GAM.RUN9.AllData","GBM.RUN9.AllData","RF.RUN9.AllData","GAM.RUN10.AllData","GBM.RUN10.AllData","RF.RUN10.AllData"
"wind",0.461,0.139,0.16,0.289,0.025,0.093,0.483,0.031,0.18,0.333,0.124,0.186,0.464,0.108,0.137,0.369,0.051,0.152,0.288,0.015,0.078,0.46,0.109,0.212,0.39,0.086,0.162,0.286,0.049,0.104
"lag_sst",0.354,0.1,0.149,0.277,0.128,0.098,0.282,0.2,0.104,0.333,0.111,0.095,0.299,0.135,0.075,0.482,0.154,0.126,0.276,0.136,0.108,0.213,0.077,0.056,0.3,0.109,0.081,0.368,0.097,0.119
"int_chl",0.621,0.794,0.695,0.701,0.835,0.75,0.686,0.766,0.626,0.528,0.579,0.573,0.612,0.626,0.662,0.702,0.806,0.751,0.723,0.689,0.696,0.632,0.803,0.672,0.677,0.745,0.733,0.52,0.764,0.732
"sss",0.299,0.184,0.16,0.6,0.199,0.123,0.573,0.213,0.171,0.471,0.335,0.274,0.472,0.268,0.248,0.542,0.208,0.212,0.694,0.262,0.196,0.505,0.252,0.181,0.429,0.22,0.166,0.408,0.327,0.174
